TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7432919","One Piece Card Game","Kingdoms of Intrigue","Stussy","","OP04-084","C","Near Mint","0.10","","1.3200","0.0100","","0","",""
"7375851","One Piece Card Game","Kingdoms of Intrigue","Sugar","","OP04-024","SR","Near Mint Foil","2.28","","3.0500","1.7400","0","0","1.9900",""
"7375856","One Piece Card Game","Kingdoms of Intrigue","Sugar (Alternate Art)","","OP04-024","SR","Near Mint Foil","13.79","","10.0000","10.0000","","0","",""
"7432924","One Piece Card Game","Kingdoms of Intrigue","Suleiman","","OP04-085","UC","Near Mint","0.09","","1.3200","0.0100","","0","",""
"7432614","One Piece Card Game","Kingdoms of Intrigue","Super Spot-Billed Duck Troops","","OP04-009","UC","Near Mint","0.17","","1.3200","0.0100","","0","",""
"7432729","One Piece Card Game","Kingdoms of Intrigue","The Weak Do Not Have the Right to Choose How They Die!!!","","OP04-038","C","Near Mint","0.12","","1.3200","0.0100","","0","",""
"7432984","One Piece Card Game","Kingdoms of Intrigue","Toko","","OP04-098","UC","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7432819","One Piece Card Game","Kingdoms of Intrigue","Tom","","OP04-061","C","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7433029","One Piece Card Game","Kingdoms of Intrigue","Tonoyasu","","OP04-109","C","Near Mint","0.08","","1.3200","0.0100","","0","",""
"7432624","One Piece Card Game","Kingdoms of Intrigue","Tony Tony.Chopper","","OP04-010","C","Near Mint","0.12","","1.3700","0.0600","","0","",""
"7432934","One Piece Card Game","Kingdoms of Intrigue","Trafalgar Law","","OP04-087","C","Near Mint","0.11","","1.3200","0.0100","","0","",""
"7431313","One Piece Card Game","Kingdoms of Intrigue","Trafalgar Law (SP)","","OP01-047","SR","Near Mint Foil","71.79","","69.9900","69.9900","","0","",""
"7382749","One Piece Card Game","Kingdoms of Intrigue","Trebol","","OP04-030","R","Near Mint Foil","0.15","","1.3200","0.0100","","0","",""
"7382759","One Piece Card Game","Kingdoms of Intrigue","Trebol (Alternate Art)","","OP04-030","R","Near Mint Foil","2.32","","3.2800","1.2900","0","0","1.9900",""
"7432964","One Piece Card Game","Kingdoms of Intrigue","Trueno Bastardo","","OP04-094","R","Near Mint Foil","0.17","","1.3600","0.0500","","0","",""
"7432744","One Piece Card Game","Kingdoms of Intrigue","Ulti","","OP04-043","R","Near Mint Foil","0.11","","1.3300","0.0200","","0","",""
"7432584","One Piece Card Game","Kingdoms of Intrigue","Usopp","","OP04-003","UC","Near Mint","0.07","","1.3200","0.0100","","0","",""
"7432664","One Piece Card Game","Kingdoms of Intrigue","Viola","","OP04-021","C","Near Mint","0.20","","1.3600","0.0500","","0","",""
"7432889","One Piece Card Game","Kingdoms of Intrigue","Weakness...Is an Unforgivable Sin.","","OP04-076","C","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7406299","One Piece Card Game","Kingdoms of Intrigue","Who's.Who","","OP04-051","R","Near Mint Foil","0.15","","1.3600","0.0500","","0","",""
"7406304","One Piece Card Game","Kingdoms of Intrigue","Who's.Who (Alternate Art)","","OP04-051","R","Near Mint Foil","4.13","","4.0600","2.7500","","0","",""
"7424476","One Piece Card Game","Kingdoms of Intrigue","Yamato","","OP04-112","SR","Near Mint Foil","2.22","","2.9500","1.6400","","0","",""
"7424481","One Piece Card Game","Kingdoms of Intrigue","Yamato (Alternate Art)","","OP04-112","SR","Near Mint Foil","61.08","","57.8900","56.9000","","0","",""
"7432854","One Piece Card Game","Kingdoms of Intrigue","Yokozuna","","OP04-068","C","Near Mint","0.05","","1.3200","0.0100","","0","",""
"7433213","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Apis","","OP04-041","C","Near Mint","6.80","","6.8300","6.8300","","0","",""
"7433183","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Baby 5","","OP04-032","UC","Near Mint","7.06","","5.0000","5.0000","","0","",""
"7433283","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Bananagator","","OP04-062","C","Near Mint","0.43","","1.6600","0.3500","","0","",""
"7433388","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Barrier!!","","OP04-095","C","Near Mint","0.93","","2.0600","0.7500","","0","",""
"7433248","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Black Maria","","OP04-052","C","Near Mint","0.43","","1.7100","0.4000","","0","",""
"7433408","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Carmel","","OP04-101","C","Near Mint","2.54","","20.9800","19.9900","","0","",""
"7433418","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Charlotte Bavarois","","OP04-106","C","Near Mint","0.43","","1.7100","0.4000","","0","",""
"7433428","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Charlotte Moscato","","OP04-108","UC","Near Mint","1.96","","3.1500","1.8400","","0","",""
"7433423","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Charlotte Perospero","","OP04-107","C","Near Mint","2.09","","2.3800","1.0700","","0","",""
"7433363","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Chinjao","","OP04-086","C","Near Mint","0.43","","1.5600","0.2500","","0","",""
"7433393","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Corrida Coliseum","","OP04-096","C","Near Mint","15.84","","16.7500","16.7500","","0","",""
"7433173","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Daddy Masterson","","OP04-027","C","Near Mint","0.42","","1.6600","0.3500","","0","",""
"7433178","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Dellinger","","OP04-029","C","Near Mint","1.64","","2.5800","1.2700","","0","",""
"7433463","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Diable Jambe Joue Shot","","OP04-116","UC","Near Mint","0.87","","2.0600","0.7500","","0","",""
"7433198","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Donquixote Family","","OP04-036","C","Near Mint","0.87","","2.0100","0.7000","","0","",""
"7433268","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Dragon Twister Demolition Breath","","OP04-057","UC","Near Mint","1.52","","2.7000","1.3900","","0","",""
"7433148","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Enchanting Vertigo Dance","","OP04-018","UC","Near Mint","1.53","","2.5100","1.2000","","0","",""
"7433158","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Eric","","OP04-022","UC","Near Mint","0.76","","3.0200","1.7100","","0","",""
"7433203","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Flapping Thread","","OP04-037","UC","Near Mint","2.58","","3.8300","2.5200","","0","",""
"7433168","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Giolla","","OP04-025","C","Near Mint","0.48","","1.5600","0.2500","","0","",""
"7433383","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Gum-Gum King Kong Gun","","OP04-093","UC","Near Mint","11.14","","29.9800","29.9800","","0","",""
"7433458","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Gun Modoki","","OP04-115","C","Near Mint","0.82","","2.0400","0.7300","","0","",""
"7433348","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Gyats","","OP04-080","UC","Near Mint","3.30","","4.8100","3.5000","","0","",""
"7433373","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Hajrudin","","OP04-088","UC","Near Mint","2.79","","10.1200","7.1300","","0","",""
"7433243","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Hanger","","OP04-050","C","Near Mint","2.69","","7.5100","2.5200","","0","",""
"7433143","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Happiness Punch","","OP04-017","C","Near Mint","2.26","","3.2800","1.9700","","0","",""
"7433443","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Hera","","OP04-111","UC","Near Mint","1.57","","5.0000","5.0000","","0","",""
"7433228","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Ice Oni","","OP04-047","C","Near Mint","0.44","","1.7500","0.4400","","0","",""
"7433273","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Iceburg","","OP04-059","UC","Near Mint","1.18","","2.1100","0.8000","","0","",""
"7433333","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Ideo","","OP04-077","C","Near Mint","7.86","","16.4900","16.4900","","0","",""
"7433218","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Ipponmatsu","","OP04-042","C","Near Mint","0.62","","1.7600","0.4500","","0","",""
"7433238","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Jack","","OP04-049","UC","Near Mint","0.63","","1.9100","0.6000","","0","",""
"7433098","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Karoo","","OP04-004","C","Near Mint","1.00","","2.2500","0.9400","","0","",""
"7433413","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Kouzuki Hiyori","","OP04-103","UC","Near Mint","2.42","","3.7000","2.3900","","0","",""
"7433108","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Koza","","OP04-006","UC","Near Mint","0.53","","1.8000","0.4900","","0","",""
"7433103","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Kung Fu Jugon","","OP04-005","C","Near Mint","0.84","","2.0300","0.7200","","0","",""
"7433163","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Kuro","","OP04-023","C","Near Mint","0.35","","1.5600","0.2500","","0","",""
"7433193","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Lao.G","","OP04-034","UC","Near Mint","1.48","","2.7000","1.3900","","0","",""
"7433378","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Leo","","OP04-091","UC","Near Mint","4.00","","4.7600","3.4500","","0","",""
"7433188","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Machvise","","OP04-033","UC","Near Mint","1.97","","2.3100","1.0000","","0","",""
"7433288","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Miss.Goldenweek(Marianne)","","OP04-065","C","Near Mint","0.56","","1.7100","0.4000","","0","",""
"7433293","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Miss.MerryChristmas(Drophy)","","OP04-067","C","Near Mint","0.43","","1.5400","0.2300","","0","",""
"7433138","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Monkey.D.Luffy","","OP04-014","UC","Near Mint","14.11","","14.1100","14.1100","","0","",""
"7433318","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Mr.13 & Ms.Friday","","OP04-073","C","Near Mint","1.22","","2.6600","1.3500","","0","",""
"7433303","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Mr.2.Bon.Kurei (Bentham)","","OP04-069","UC","Near Mint","1.53","","2.7600","1.4500","","0","",""
"7433308","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Mr.3 (Galdino)","","OP04-070","UC","Near Mint","0.75","","2.0100","0.7000","","0","",""
"7433313","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Mr.4 (Babe)","","OP04-071","UC","Near Mint","1.36","","2.3100","1.0000","","0","",""
"7433128","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Nami","","OP04-011","C","Near Mint","3.92","","4.3100","3.0000","","0","",""
"7433133","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Nefeltari Cobra","","OP04-012","C","Near Mint","0.42","","1.6600","0.3500","","0","",""
"7433323","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Nez-Palm Cannon","","OP04-075","UC","Near Mint","0.69","","1.8400","0.5300","","0","",""
"7433338","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Oimo & Kashii","","OP04-078","C","Near Mint","0.37","","1.4600","0.1500","","0","",""
"7433343","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Orlumbus","","OP04-079","C","Near Mint","3.74","","5.9900","5.9900","","0","",""
"7433398","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Otama","","OP04-097","C","Near Mint","0.52","","1.7600","0.4500","","0","",""
"7433253","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Page One","","OP04-053","UC","Near Mint","0.86","","2.0100","0.7000","","0","",""
"7433263","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Plague Rounds","","OP04-055","C","Near Mint","0.62","","1.8100","0.5000","","0","",""
"7433438","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Pound","","OP04-110","C","Near Mint","0.67","","1.8000","0.4900","","0","",""
"7433223","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Queen","","OP04-046","UC","Near Mint","2.38","","3.2600","1.9500","","0","",""
"7433448","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Rabiyan","","OP04-113","C","Near Mint","0.43","","1.5500","0.2400","","0","",""
"7433453","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Randolph","","OP04-114","C","Near Mint","0.85","","2.1000","0.7900","","0","",""
"7433258","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Rokki","","OP04-054","C","Near Mint","0.35","","1.4600","0.1500","","0","",""
"7433113","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Sanji (007)","","OP04-007","C","Near Mint","2.01","","3.2600","1.9500","","0","",""
"7433233","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Sasaki","","OP04-048","UC","Near Mint","2.31","","2.9800","1.6700","","0","",""
"7433353","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Stussy","","OP04-084","C","Near Mint","0.92","","2.0600","0.7500","","0","",""
"7433358","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Suleiman","","OP04-085","UC","Near Mint","6.11","","16.9500","12.7500","","0","",""
"7433118","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Super Spot-Billed Duck Troops","","OP04-009","UC","Near Mint","11.55","","14.9900","14.9900","","0","",""
"7433208","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","The Weak Do Not Have the Right to Choose How They Die!!!","","OP04-038","C","Near Mint","0.99","","2.2100","0.9000","","0","",""
"7433403","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Toko","","OP04-098","UC","Near Mint","0.90","","2.1900","0.8800","","0","",""
"7433278","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Tom","","OP04-061","C","Near Mint","0.38","","1.5100","0.2000","","0","",""
"7433433","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Tonoyasu","","OP04-109","C","Near Mint","1.65","","3.3000","1.9900","","0","",""
"7433123","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Tony Tony.Chopper","","OP04-010","C","Near Mint","3.99","","4.0600","2.7500","","0","",""
"7433368","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Trafalgar Law","","OP04-087","C","Near Mint","1.19","","2.3000","0.9900","","0","",""
"7433093","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Usopp","","OP04-003","UC","Near Mint","2.65","","2.4900","1.0000","","0","",""
"7433153","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Viola","","OP04-021","C","Near Mint","6.10","","6.1000","6.1000","","0","",""
"7433328","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Weakness...Is an Unforgivable Sin.","","OP04-076","C","Near Mint","0.73","","1.7000","0.3900","","0","",""
"7433298","One Piece Card Game","Kingdoms of Intrigue Pre-Release Cards","Yokozuna","","OP04-068","C","Near Mint","0.33","","1.6400","0.3300","","0","",""
"8411592","One Piece Card Game","One Piece Demo Deck Cards","Bartolomeo","","OP01-019","C","Near Mint","4.90","","2.8100","1.5000","","0","",""
"8411547","One Piece Card Game","One Piece Demo Deck Cards","Brook","","ST01-011","C","Near Mint","0.85","","2.1500","0.8400","","0","",""
"8411587","One Piece Card Game","One Piece Demo Deck Cards","Cavendish","","OP01-008","C","Near Mint","3.95","","2.3100","1.0000","","0","",""
"8411597","One Piece Card Game","One Piece Demo Deck Cards","Franky (010)","","ST01-010","C","Near Mint","3.27","","2.3100","1.0000","","0","",""
"8411522","One Piece Card Game","One Piece Demo Deck Cards","Franky (021)","","OP01-021","UC","Near Mint","0.82","","1.8800","0.5700","","0","",""
"8411507","One Piece Card Game","One Piece Demo Deck Cards","Gordon","","OP01-011","UC","Near Mint","","","1.9700","0.6600","","0","",""
"8411552","One Piece Card Game","One Piece Demo Deck Cards","Guard Point","","ST01-014","C","Near Mint","","","2.7300","1.4200","","0","",""
"8411557","One Piece Card Game","One Piece Demo Deck Cards","Gum-Gum Jet Pistol","","ST01-015","C","Near Mint","","","3.3100","2.0000","","0","",""
"8411532","One Piece Card Game","One Piece Demo Deck Cards","Jinbe","","ST01-005","C","Near Mint","1.69","","2.6400","1.3300","","0","",""
"8411527","One Piece Card Game","One Piece Demo Deck Cards","Makino","","OP02-015","UC","Near Mint","","","1.9700","0.6600","","0","",""
"8411487","One Piece Card Game","One Piece Demo Deck Cards","Monkey.D.Luffy (001)","","P-001","PR","Near Mint","5.95","","5.0000","5.0000","","0","",""
"8411567","One Piece Card Game","One Piece Demo Deck Cards","Monkey.D.Luffy (003)","","OP01-003","L","Near Mint","5.87","","6.9500","6.9500","","0","",""
"8411517","One Piece Card Game","One Piece Demo Deck Cards","Nami","","OP01-016","R","Near Mint","2.28","","2.0700","0.7600","","0","",""
"8411542","One Piece Card Game","One Piece Demo Deck Cards","Nico Robin","","ST01-008","C","Near Mint","2.55","","1.9700","0.6600","","0","",""
"8411582","One Piece Card Game","One Piece Demo Deck Cards","Radical Beam!!","","OP01-029","UC","Near Mint","0.70","","1.7900","0.4800","","0","",""
"8411482","One Piece Card Game","One Piece Demo Deck Cards","Roronoa Zoro","","OP01-001","L","Near Mint","3.89","","4.2900","2.9800","","0","",""
"8411572","One Piece Card Game","One Piece Demo Deck Cards","Sai","","OP01-012","C","Near Mint","4.90","","2.3100","1.0000","","0","",""
"8411512","One Piece Card Game","One Piece Demo Deck Cards","Sanji","","OP01-013","R","Near Mint","3.41","","4.2500","2.9400","","0","",""
"8411562","One Piece Card Game","One Piece Demo Deck Cards","Thousand Sunny","","ST01-017","C","Near Mint","2.16","","2.7900","1.4800","","0","",""
"8411537","One Piece Card Game","One Piece Demo Deck Cards","Tony Tony.Chopper (006)","","ST01-006","C","Near Mint","1.40","","2.2600","0.9500","","0","",""
"8411577","One Piece Card Game","One Piece Demo Deck Cards","Tony Tony.Chopper (015)","","OP01-015","UC","Near Mint","1.28","","2.7600","1.4500","","0","",""
"8411497","One Piece Card Game","One Piece Demo Deck Cards","Usopp","","OP01-004","R","Near Mint","0.35","","1.3600","0.0500","","0","",""
"8411502","One Piece Card Game","One Piece Demo Deck Cards","Uta","","OP01-005","R","Near Mint","0.44","","1.6400","0.3300","","0","",""
"8609059","One Piece Card Game","One Piece Promotion Cards","Adio (Offline Regional Champion Card Set 2025 Vol.1)","","P-078","PR","Near Mint Foil","","","","","","0","",""
"8609015","One Piece Card Game","One Piece Promotion Cards","Adio (Offline Regional Finalist Card Set 2025 Vol.1)","","P-078","PR","Near Mint Foil","","","70.0000","70.0000","","0","",""
"8582934","One Piece Card Game","One Piece Promotion Cards","Adio (Offline Regional Participation Pack 2025 Vol.1)","","P-078","PR","Near Mint","28.28","","26.0000","26.0000","","0","",""
"8252432","One Piece Card Game","One Piece Promotion Cards","Ain (Judge Pack Vol. 4)","","ST05-002","C","Near Mint Foil","0.49","","1.7600","0.4500","","0","",""
"7890373","One Piece Card Game","One Piece Promotion Cards","Arlong (Premium Card Collection -Live Action Edition-)","","P-048","PR","Near Mint Foil","1.36","","2.8100","1.5000","","0","",""
"7451746","One Piece Card Game","One Piece Promotion Cards","Arlong (Sealed Battle Kit Vol. 1)","","P-048","PR","Near Mint","5.70","","5.9300","5.9300","","0","",""
"8583014","One Piece Card Game","One Piece Promotion Cards","Baby 5 (Judge Pack Vol. 5)","","OP10-076","UC","Near Mint Foil","","","15.0000","15.0000","","0","",""
"8252422","One Piece Card Game","One Piece Promotion Cards","Baccarat (Judge Pack Vol. 4)","","OP07-010","R","Near Mint Foil","2.94","","4.0600","2.7500","","0","",""
"8582964","One Piece Card Game","One Piece Promotion Cards","Backlight (Judge Pack Vol. 5)","","ST11-003","C","Near Mint Foil","","","15.0000","15.0000","","0","",""
"7659291","One Piece Card Game","One Piece Promotion Cards","Backlight (Starter Deck 11: Uta Deck Battle)","","ST11-003","C","Near Mint","0.80","","2.0900","0.7800","","0","",""
"8271649","One Piece Card Game","One Piece Promotion Cards","Barrier!! (Premium Card Collection -Best Selection Vol. 2-)","","OP04-095","C","Near Mint Foil","1.27","","2.3000","0.9900","","0","",""
"7524416","One Piece Card Game","One Piece Promotion Cards","Bartolomeo (CS 2023 Event Pack)","","P-029","PR","Near Mint Foil","6.17","","5.0600","3.7500","","0","",""
"7758859","One Piece Card Game","One Piece Promotion Cards","Bartolomeo (CS 2023 Event Pack Finalist Ver.)","","P-029","PR","Near Mint Foil","","","","","","0","",""
"6768420","One Piece Card Game","One Piece Promotion Cards","Bartolomeo (Event Pack Vol. 1)","","P-029","PR","Near Mint Foil","1.41","","2.4700","1.1600","","0","",""
"7834975","One Piece Card Game","One Piece Promotion Cards","Bartolomeo (Judge Pack Vol. 3)","","OP04-089","R","Near Mint Foil","0.53","","1.7100","0.4000","","0","",""
"6786340","One Piece Card Game","One Piece Promotion Cards","Bartolomeo (One Piece Film Red)","","P-018","PR","Near Mint","0.34","","1.4600","0.1500","","0","",""
"7530307","One Piece Card Game","One Piece Promotion Cards","Basil Hawkins (CS 2023 Top Players Pack)","","ST02-010","C","Near Mint Foil","","","549.9900","549.9900","","0","",""
"7530312","One Piece Card Game","One Piece Promotion Cards","Basil Hawkins (CS 2023 Top Players Pack) [Finalist]","","ST02-010","C","Near Mint Foil","","","","","","0","",""
"7530317","One Piece Card Game","One Piece Promotion Cards","Basil Hawkins (CS 2023 Top Players Pack) [Winner]","","ST02-010","C","Near Mint Foil","","","","","","0","",""
"7346120","One Piece Card Game","One Piece Promotion Cards","Bellamy (Pirates Party Vol. 4)","","P-039","PR","Near Mint","1.76","","2.6600","1.3500","","0","",""
"7834985","One Piece Card Game","One Piece Promotion Cards","Belo Betty (Judge Pack Vol. 3)","","OP05-015","R","Near Mint Foil","0.38","","1.6400","0.3300","","0","",""
"6786356","One Piece Card Game","One Piece Promotion Cards","Benn.Beckman (One Piece Film Red)","","P-021","PR","Near Mint","1.09","","2.1200","0.8100","","0","",""
"8224906","One Piece Card Game","One Piece Promotion Cards","Bepo (CS 2024 Celebration Pack)","","P-019","PR","Near Mint Foil","5.02","","5.1400","5.1400","","0","",""
"6786345","One Piece Card Game","One Piece Promotion Cards","Bepo (One Piece Film Red)","","P-019","PR","Near Mint","0.81","","2.3100","1.0000","","0","",""
"7899263","One Piece Card Game","One Piece Promotion Cards","Bepo (Tournament Pack Vol. 7)","","P-019","PR","Near Mint","0.44","","1.5600","0.2500","","0","",""
"7899268","One Piece Card Game","One Piece Promotion Cards","Bepo (Winner Pack Vol. 7)","","P-019","PR","Near Mint Foil","2.76","","3.2700","1.9600","","0","",""
"7524607","One Piece Card Game","One Piece Promotion Cards","Black Maria (CS 2023 Celebration Pack)","","ST04-011","C","Near Mint Foil","5.25","","9.4400","5.9500","","0","",""
"8605598","One Piece Card Game","One Piece Promotion Cards","Black Maria (Illustration Box Vol.2)","","OP08-074","SR","Near Mint Foil","5.70","","6.5100","6.5100","","0","",""
"8103932","One Piece Card Game","One Piece Promotion Cards","Black Maria (Premium Card Collection -BANDAI CARD GAMES Fest. 23-24 Edition-)","","ST04-011","C","Near Mint Foil","2.56","","3.6100","2.3000","","0","",""
"6999180","One Piece Card Game","One Piece Promotion Cards","Black Maria (Tournament Pack Vol. 2)","","ST04-011","PR","Near Mint","0.38","","1.4900","0.1800","","0","",""
"6999185","One Piece Card Game","One Piece Promotion Cards","Black Maria (Tournament Pack Vol. 2) [Winner]","","ST04-011","PR","Near Mint","4.63","","5.2700","3.9600","","0","",""
"7890158","One Piece Card Game","One Piece Promotion Cards","Blast Breath (Premium Card Collection -Best Selection Vol. 1-)","","ST04-016","C","Near Mint Foil","7.11","","6.9000","6.9000","","0","",""
"8609009","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (2025 PSA Magazine Promo)","","OP07-038","L","Near Mint Foil","115.05","","99.9900","99.9900","","0","",""
"7496073","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (Gift Collection 2023)","","OP02-059","UC","Near Mint Foil","9.58","","9.4900","8.5000","","0","",""
"8605603","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (Illustration Box Vol.1)","","ST17-004","SR","Near Mint Foil","9.53","","9.6900","9.6900","","0","",""
"7150015","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (Judge)","","OP02-059","PR","Near Mint Foil","4.03","","6.2900","4.9800","","0","",""
"8271614","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (Premium Card Collection -Best Selection Vol. 2-)","","ST03-013","C","Near Mint Foil","6.92","","6.9500","6.9500","","0","",""
"7923278","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (Sealed Battle 2024 Vol. 2)","","P-066","PR","Near Mint","2.04","","2.7100","1.4000","","0","",""
"7923283","One Piece Card Game","One Piece Promotion Cards","Boa Hancock (Sealed Battle 2024 Vol. 2)","","P-066","PR","Near Mint Foil","20.25","","39.9800","39.9800","","0","",""
"7331472","One Piece Card Game","One Piece Promotion Cards","Borsalino (Championship 2023)","","OP02-114","PR","Near Mint Foil","530.39","","471.9900","471.9900","","0","",""
"7753988","One Piece Card Game","One Piece Promotion Cards","Brannew (Offline Regional 2024) [Finalist]","","OP03-089","R","Near Mint Foil","24.93","","34.6700","34.6700","","0","",""
"7753983","One Piece Card Game","One Piece Promotion Cards","Brannew (Offline Regional 2024) [Participant]","","OP03-089","R","Near Mint Foil","19.25","","16.5400","16.5400","","0","",""
"7753993","One Piece Card Game","One Piece Promotion Cards","Brannew (Offline Regional 2024) [Winner]","","OP03-089","R","Near Mint Foil","","","","","","0","",""
"7753973","One Piece Card Game","One Piece Promotion Cards","Brannew (Online Regional 2024) [Finalist]","","OP03-089","R","Near Mint Foil","","","99.2500","99.2500","","0","",""
"7753968","One Piece Card Game","One Piece Promotion Cards","Brannew (Online Regional 2024) [Participant]","","OP03-089","R","Near Mint Foil","19.36","","19.8000","19.8000","","0","",""
"7753978","One Piece Card Game","One Piece Promotion Cards","Brannew (Online Regional 2024) [Winner]","","OP03-089","R","Near Mint Foil","","","","","","0","",""
"7013080","One Piece Card Game","One Piece Promotion Cards","Brook - OP01-022 (Alternate Art)","","OP01-022","PR","Near Mint Foil","8.58","","8.0000","8.0000","","0","",""
"8218899","One Piece Card Game","One Piece Promotion Cards","Brook (Championship 2024 Finalist Card Set)","","OP06-092","R","Near Mint Foil","288.03","","294.9400","293.9500","","0","",""
"8604013","One Piece Card Game","One Piece Promotion Cards","Brook (Championship 2024 Finalist Card Set Vol. 2)","","OP06-092","R","Near Mint Foil","","","","","","0","",""
"8603981","One Piece Card Game","One Piece Promotion Cards","Brook (Championship 2024 Top Player Pack)","","OP06-092","R","Near Mint Foil","","","404.9900","400.0000","","0","",""
"8603929","One Piece Card Game","One Piece Promotion Cards","Brook (Championship 2024 Top Player Pack Vol. 2)","","OP06-092","R","Near Mint Foil","","","","","","0","",""
